uid,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10
2402,34076,15323,34440,3226,781,6945,1486,7655,1453,85
23283,12189,2025,7054,14513,14813,3588,29803,2236,22319,22297
1382,29831,29083,1635,9442,6892,31117,2169,16059,3944,40738
28025,27833,16706,9656,22145,72,34822,27831,1943,36296,21855
1430,27663,37989,15059,6336,265,22507,11739,401,18617,26213
31658,33161,4107,3927,23623,721,31174,10271,18195,2164,36946
1566,39533,33051,1142,264,122,12029,24997,15227,31490,30230
239,35838,2581,3702,8129,4901,1827,37171,585,34636,6811
27821,4722,16918,32902,235,6211,25681,1559,16,3002,33926
18689,34437,23317,3901,11977,4155,38003,3167,34626,12859,28675
21419,25313,11917,21899,40542,34534,9735,38234,20815,10643,36275
2025,12189,23283,7054,14513,22319,3588,14813,23755,22297,2167
1367,1506,37514,5460,19123,6467,1257,39570,31149,13767,35382
38003,16662,34437,34626,1827,8129,3702,3783,4155,28675,23317
4107,31658,721,3927,33161,10271,36946,23623,2164,39198,23327
4938,6864,9130,38249,31051,731,35677,8063,4918,39468,1023
35838,239,2581,37171,585,4901,34636,3702,8129,6811,1827
1559,235,27821,4722,16918,32902,16049,3002,16706,34798,33926
38234,9735,1974,38450,21899,21419,25313,34534,40542,20815,11917
440,21557,12115,3901,11977,3167,31988,32188,4789,18689,23317
21557,440,3901,12115,11977,3167,32188,31988,4789,23317,18689
34577,35062,11597,33206,889,16782,30015,35790,47,6,6045
16067,7791,37520,20899,47,38408,8425,37430,16782,25013,5681
35062,34577,11597,33206,889,30015,16782,6,35790,14513,23847
8129,3702,1827,16662,239,2581,38003,3783,35838,35466,759
30831,24833,2167,18679,23755,28223,20507,13759,6746,853,11771
16662,38003,1827,8129,3702,34437,3783,34626,28675,239,4155
28071,35158,24985,30298,25363,26117,17603,9175,35628,17605,39621
18,24277,372,138,139,3701,137,7465,37055,30709,31490
38422,36990,302,33323,9963,2559,4053,36538,2563,2752,38731
9735,38234,1974,21899,38450,21419,25313,34534,40542,11917,20815
3901,11977,21557,23317,3167,4155,32188,18689,440,12859,28675
47,16782,20899,37520,37430,11597,25013,16067,34577,38408,35062
962,34537,338,8740,4918,535,37078,31051,81,35677,22507
4477,35608,186,3701,135,16664,5690,7465,12031,153,138
1827,8129,3702,16662,38003,239,2581,3783,9863,35466,35838
6336,265,37989,15059,31715,1430,627,27663,5365,6171,401
2581,35838,239,585,3702,37171,8129,34636,6811,1827,35466
16782,47,20899,11597,34577,37430,37520,35062,25013,38408,7674
3702,8129,1827,16662,2581,239,35838,35466,759,38003,585
24833,30831,2167,13759,18679,23755,28223,20507,6746,853,11771
34376,17739,3907,34375,39112,18691,2413,3771,35936,14543,40870
34076,15323,2402,3226,6945,34440,781,7655,10937,32366,1486
11597,34577,35062,16782,6,47,33206,7674,23847,20899,889
4722,32902,27821,25681,235,16918,1559,3002,6211,38680,36649
19123,6467,1506,37514,39570,1367,5460,37515,36259,38889,35382
17603,25363,30298,9175,17605,35628,26117,24985,39621,35158,28071
1735,813,918,20,121,11061,30,6746,13759,18679,853
32902,4722,25681,27821,235,16918,3002,1559,36649,38680,6211
232,10800,512,1519,34822,2759,36296,32867,36949,14713,237
25363,17603,30298,9175,26117,35628,17605,24985,35158,39621,28071
34537,962,338,37078,35848,4918,8740,22507,35677,17389,535
23623,31658,18195,33161,4107,3927,10271,31174,721,36946,39198
6864,4938,38249,35677,31051,9130,731,20651,4918,558,8063
35158,24985,28071,30298,25363,17603,26117,9175,35628,39621,17605
10153,645,9996,32122,18429,12375,9308,6505,25345,21097,589
28223,6746,30831,18679,24833,13759,2167,20507,23755,121,30503
37171,34636,35838,6811,585,2581,25681,239,185,329,32902
11977,3901,23317,4155,12859,32188,28675,21557,18689,3167,34437
25681,32902,4722,27821,37171,235,36649,16918,38680,3002,9617
20899,37520,38408,47,16782,7674,16067,11597,37430,34577,25013
265,6336,37989,31715,15059,627,1430,27663,5365,24687,18617
39533,1142,1566,264,15227,12029,30230,137,33051,372,2685
37520,38408,20899,16067,47,16782,7674,7791,37430,11597,25013
38731,1914,2559,33323,2449,7720,12069,1089,38422,9963,40417
36946,23327,39198,10271,4107,3091,721,19363,1033,31658,18195
1519,32867,36949,1889,5681,512,10800,237,8425,2034,232
31715,6336,265,627,5365,15059,37989,6171,30370,14807,18661
23327,36946,39198,10271,3091,19363,1033,4107,721,11123,37095
38249,35677,6864,31051,4938,20651,4918,535,9130,81,558
36990,38422,302,36538,2559,9963,33323,4053,2563,2752,38668
23317,4155,12859,28675,11977,3901,18689,32188,38003,34437,16662
39112,40080,2004,17739,15841,8339,4010,17867,28961,9435,3537
121,6746,30503,30,28223,18679,5081,32937,6547,24833,13759
5460,1367,1257,1506,37514,19123,31149,6467,39570,1363,1364
17605,35628,17603,9175,25363,39621,30298,26117,24985,35158,28071
6547,31240,4224,5081,30,31964,10087,19815,13601,9756,25777
4155,12859,23317,28675,11977,38003,3901,34437,18689,16662,32188
9890,32005,32843,2921,3016,33970,221,9322,11827,11827,37804
35677,38249,31051,6864,20651,4938,4918,535,962,34537,81
30298,25363,17603,9175,24985,35158,35628,17605,39621,26117,28071
1604,45,1482,38408,223,20899,37520,392,7674,16067,34577
22145,27833,16706,57,2418,28025,34798,6675,1698,25781,34822
39198,36946,23327,10271,19363,3091,4107,1033,18195,721,31658
22507,18617,5420,37078,17389,1430,35848,27663,37989,34537,24687
138,139,3701,31812,4477,18,38993,37055,30346,5690,35608
35628,17605,9175,17603,39621,25363,30298,26117,24985,35158,28071
10271,39198,36946,23327,18195,4107,721,31658,19363,23623,3927
38408,37520,20899,7674,47,16067,16782,43,11597,7791,37430
12115,31988,21557,32188,440,3901,11977,23317,3167,4155,12859
9175,17603,35628,30298,25363,17605,39621,26117,24985,35158,28071
34822,36296,10800,512,513,232,437,28025,12531,1698,37105
13759,24833,853,11771,30831,28223,2167,18679,23755,6746,14719
12859,28675,4155,23317,11977,38003,3901,11979,32188,18689,16662
33051,2685,1566,30230,39533,12029,37208,30370,264,1142,28957
585,6811,34636,185,35466,759,2581,329,37171,35838,239
28675,12859,4155,23317,11977,38003,16662,11979,34437,3901,18689
39570,19123,6467,1506,37514,36259,37515,38889,1367,5460,12069
813,1735,20,918,6702,269,853,121,11771,14719,13759
10800,512,36296,232,34822,513,1519,36949,32867,437,10863
32867,36949,1889,1519,512,3784,10800,25835,5681,10863,4081
34636,6811,185,585,329,37171,2581,35466,35838,759,239
23847,6,2236,11843,1210,22297,2966,28701,35788,11597,14513
3091,1033,19363,16664,37095,23327,39198,35608,5690,36946,10271
6,23847,11843,2236,11597,35788,7674,1210,35062,34577,28701
2236,23847,11843,22297,2966,6,23283,1210,2025,14719,18115
2559,38422,33323,36990,38731,9963,302,36538,37994,1914,30455
853,11771,13759,14719,24833,22297,2167,30831,2966,28223,23755
10937,7655,1364,34440,1486,781,15323,1363,34076,20371,1453
3226,6945,34076,32366,2402,1842,15323,1365,5028,34440,38481
6811,34636,185,585,329,35466,37171,759,2581,35838,2246
372,137,18,139,15227,30709,5941,24277,1142,264,3297
7674,43,20899,38408,6,11597,16782,35788,37520,47,23847
32188,31988,11977,12115,3901,23317,12859,21557,4155,11979,28675
9863,35466,759,185,1827,3702,6811,5040,585,8129,2581
1033,3091,19363,16664,37095,5690,23327,35608,39198,36946,30346
35466,759,585,185,6811,34636,9863,3702,2581,329,1827
512,10800,36296,513,36949,437,34822,32867,10863,1519,232
18195,23623,10271,31658,4107,39198,39195,36946,23327,3927,33161
11771,853,14719,13759,2966,22297,24833,30831,2167,32282,32937
36296,34822,10800,512,513,437,232,12531,10030,37105,28805
1889,36949,32867,1519,4081,45,3784,25835,5341,467,31646
22297,2966,14719,11771,853,2236,18115,13759,11843,32282,24833
759,35466,585,185,6811,9863,34636,3702,329,2581,2246
36949,32867,1889,1519,3784,25835,512,10863,467,10800,4081
36275,11917,40542,39534,39534,21419,34534,2432,11879,2448,25313
185,6811,34636,585,329,35466,759,2246,37171,2581,9863
31988,32188,12115,21557,11977,440,3901,11979,23317,38826,12859
3002,38680,9617,36649,235,486,6675,34798,4722,32902,25681
6945,3226,34076,32366,2402,1842,15323,1365,38481,38481,7655
6675,34798,2418,57,34240,3002,235,22145,25781,38680,5
40080,39112,3537,28961,17867,4010,8339,3939,3102,15841,2004
5690,16664,30346,38993,35608,1033,37095,3091,31812,4477,19363
11917,40542,34534,21899,21419,25313,36275,4473,5784,11879,2432
37515,36259,38889,39570,12069,19123,6467,40174,38474,38474,3210
15227,1142,264,137,12029,39533,372,30230,3297,5941,36838
14719,11771,2966,853,22297,32282,13759,32937,18115,24833,13125
264,1142,15227,12029,39533,137,30230,372,1566,3297,36838
2966,22297,14719,11771,853,18115,32282,2236,13759,11843,1210
1842,1365,5028,32366,558,731,3226,6945,9130,8634,8634
139,37055,138,30709,372,5941,31812,18,7472,35843,36999
21899,34534,40542,11917,21419,9735,38450,38234,25313,5784,10380
19363,37095,1033,3091,39198,23327,16664,36946,10271,5690,35608
38680,9617,3002,36649,486,25537,235,25681,4722,32902,6675
11843,1210,2236,28701,23847,18115,6,35788,2966,22297,16894
36649,38680,9617,25537,486,3002,25681,32902,4722,235,329
329,185,6811,34636,585,2246,25537,37171,35466,759,36649
30503,30,32937,5081,121,6746,28223,6547,9756,31240,10087
30,5081,30503,6547,31240,121,10087,9756,32937,4224,6746
627,31715,265,6336,24687,37491,37989,15059,39576,18617,5365
43,35788,7674,6,37999,28701,11843,23847,22789,1210,38408
9617,38680,36649,3002,486,25537,235,25681,32902,6675,4722
4224,31964,31240,19815,13601,25777,10087,6547,28171,9756,22535
31240,4224,6547,10087,13601,31964,5081,19815,9756,25777,30
19815,31964,4224,25777,13601,31240,22535,10087,31043,28171,9989
39621,35628,9175,17605,30298,17603,25363,24985,40658,40506,10368
38993,30346,31812,5690,16664,35608,37095,1033,4477,138,7472
34036,40046,3220,3918,32587,7053,38475,21521,32355,851,589
18617,5420,22507,24687,17389,37078,1430,265,627,37989,35848
32937,30503,32282,30,6746,13759,28223,121,5081,2251,11771
137,15227,372,3297,1142,264,5941,30709,21329,35843,12029
25537,36649,486,9617,38680,329,3002,801,25681,34636,34612
30346,38993,5690,31812,16664,37095,35608,1033,3091,19363,4477
31964,19815,4224,25777,13601,31240,10087,22535,28171,31043,9989
57,2418,25781,34240,5,1698,35557,34798,6675,22145,572
5081,30,31240,10087,9756,6547,30503,4224,13601,28171,121
37095,19363,1033,3091,16664,5690,30346,38993,39198,23327,35608
12029,30230,264,1142,15227,39533,137,28957,2685,37208,36838
2685,33051,37208,30230,12029,28957,39533,264,1566,1142,37987
2418,57,25781,34240,5,35557,1698,34798,6675,572,12531
35788,28701,1210,43,11843,37999,16894,22789,6,23847,18115
40542,34534,11917,21899,21419,25313,5784,10380,36275,5902,9735
37078,17389,35848,5420,22507,338,18617,40852,34537,33050,962
1210,28701,11843,18115,16894,35788,37450,2966,22297,2236,23847
34534,40542,21899,11917,21419,5784,10380,5902,38450,22429,22429
31812,38993,30346,5690,7472,37055,36999,16664,138,139,35608
513,437,10030,36296,31181,512,10863,9260,10800,28805,12531
45,877,136,4081,5341,33255,392,31646,1889,6594,10162
1698,12531,37105,5,25781,28805,572,11981,35557,57,2418
4081,5341,6594,10162,877,33,31646,45,38408,24415,578
7655,10937,3375,320,37932,37932,39586,38256,38256,34076,34440
18115,1210,37450,13125,2966,16894,28701,11843,32282,14719,22297
28701,1210,16894,35788,11843,18115,37450,22789,37999,10408,2966
1365,1842,5028,558,32366,8634,8634,368,5391,731,3226
32282,523,13125,32937,14719,2251,11771,2966,777,18115,30503
5040,14397,5205,759,9863,35466,4565,170,28675,2246,11979
20651,35677,38249,6864,40454,31051,4938,338,558,39247,39247
5420,17389,37078,18617,35848,22507,24687,338,40852,1430,33050
30230,12029,264,37208,2685,28957,1142,15227,39533,33051,37987
25781,5,2418,35557,57,34240,1698,572,12531,37105,28805
12531,37105,28805,1698,11981,10030,572,5,25781,513,35557
437,513,31181,10030,9260,10863,36296,512,28805,3784,25835
36538,36990,40357,40357,719,38668,7411,38422,29575,2559,37994
11979,35851,5205,12859,19647,28675,4565,14397,32188,5040,4155
486,9617,36649,38680,25537,3002,34612,28735,36098,801,5300
17389,5420,37078,35848,22507,18617,338,40852,33050,34537,24687
6594,4081,5341,33,10162,24415,11577,26055,43,37999,31933
32366,1842,1365,5028,6945,3226,38481,5391,38481,368,8634
3784,25835,10863,9260,467,31646,31181,36949,136,1889,877
10863,9260,3784,25835,31181,467,437,513,31646,36949,512
25835,3784,467,10863,9260,31181,31646,136,36949,877,1889
34240,2418,25781,57,35557,5,34798,572,6675,1698,31757
5341,4081,10162,6594,877,31646,578,33,45,11577,26055
38450,40497,40497,38992,8918,40262,22429,22429,9735,38234,21899
37105,28805,12531,11981,1698,572,10030,5,35557,25781,437
10087,9756,13601,28171,31240,25777,4224,5081,31964,22535,19815
5,25781,35557,572,1698,2418,34240,57,37105,12531,28805
37055,30709,139,7472,36999,35843,5941,31812,138,21329,38993
2246,329,4282,185,11665,5258,6811,10379,759,35466,34636
13601,25777,31964,28171,19815,4224,22535,10087,31240,9756,9989
16894,28701,37450,1210,18115,22789,10408,35788,37999,13125,11843
28805,37105,11981,12531,10030,572,1698,5,437,35557,513
523,13125,32282,777,2251,37450,10165,32937,18115,14719,35760
13125,523,32282,37450,10165,18115,777,2251,14719,32937,2966
25777,13601,31964,19815,22535,28171,4224,31043,9989,10087,32182
35848,37078,17389,5420,338,40852,33050,22507,18617,8577,34537
9756,10087,28171,13601,205,5081,25777,31240,22535,4224,32182
9260,10863,31181,3784,25835,467,437,513,31646,136,6114
30709,35843,5941,37055,21329,139,3297,36999,7472,137,372
37999,22789,10408,32,33674,24415,35788,16894,28701,30484,1210
37450,13125,16894,18115,523,10165,1210,32282,28701,777,2966
5941,30709,35843,3297,21329,37055,137,139,372,40356,40356
10030,11981,28805,37105,437,6114,12531,513,31181,7785,35839
31181,9260,10863,437,25835,3784,513,467,6114,10030,31646
11981,28805,37105,12531,572,10030,1698,35839,7785,5,6114
467,25835,31646,3784,136,877,10863,9260,31181,10162,578
14397,5040,5205,4565,170,11979,19647,35851,39587,39587,24701
35557,5,572,25781,34240,2418,1698,57,12365,37105,11981
39195,32983,33049,38040,18195,38329,33095,37965,36862,10271,19363
36259,38889,37515,39570,3210,39017,39017,5774,40174,38474,38474
22789,37999,10408,33674,32,30484,16894,24415,28701,35788,1210
2251,777,35760,523,32937,32282,205,9756,30654,30503,13125
31646,877,467,136,10162,578,5341,25835,3784,4081,45
5028,1365,1842,8634,8634,32366,558,368,5391,39247,39247
572,35557,5,11981,28805,37105,12531,25781,1698,12365,35839
136,877,31646,467,33255,25835,45,10162,578,5341,3784
28171,22535,13601,32182,9989,25777,10087,205,9756,36456,31043
877,31646,136,10162,5341,578,467,45,4081,33255,31933
24415,33,37999,11577,22789,32,33674,26055,10408,30484,6594
5205,4565,14397,11979,35851,5040,19647,34096,170,39587,39587
392,31933,33,26055,24415,45,877,6594,11577,10162,33255
10162,578,5341,877,31646,6594,4081,26055,31933,33,11577
38889,36259,3210,37515,40174,38474,38474,39017,39017,5774,39570
16498,33486,30276,1535,2001,1575,21,23273,2904,31043,1
22535,9989,28171,31043,32182,25777,13601,36456,21,31964,19815
777,2251,35760,523,10165,13125,30654,32282,205,33352,32937
2921,32843,9322,38909,221,11827,11827,37804,24641,24641,2798
32843,2921,9322,38909,221,11827,11827,37804,24641,24641,9890
35851,19647,11979,5205,4565,38826,15335,34096,14397,5040,32188
33,11577,24415,26055,31933,6594,37999,32,10162,22789,33674
10408,33674,32,22789,30484,37999,16894,7311,38691,37450,28701
35760,2251,205,30654,777,33352,9756,11741,10087,28171,20583
12431,37965,38826,38040,3786,38329,31988,12115,35851,36862,15335
37965,38040,38329,12431,3786,36862,39195,38826,18195,31988,32983
38691,30484,37510,245,7311,38524,12355,17074,33674,19,37779
31043,21,9989,22535,32182,25777,33486,36456,28171,13601,16498
33255,136,877,263,45,31646,392,467,10162,37521,25835
205,28171,32182,9756,36456,22535,10087,35760,9989,33352,20583
10165,777,13125,37450,37779,523,457,2251,12355,35760,30654
7472,36999,37055,31812,30709,38993,35843,139,30346,1639,5941
3297,21329,35843,5941,30709,40356,40356,137,39547,36838,38883
9989,32182,31043,22535,21,36456,28171,25777,13601,33486,205
33674,32,10408,30484,22789,7311,37999,38691,16894,24415,17074
32,33674,10408,22789,30484,7311,37999,24415,38691,17074,16894
32182,9989,36456,22535,28171,31043,21,205,25777,13601,20583
35843,21329,30709,5941,3297,37055,40356,40356,36999,7472,139
11577,33,26055,24415,31933,32,7311,6594,33674,37999,10162
170,14397,5040,24701,4565,39587,39587,11665,5258,5205,2246
37208,28957,37987,30230,2685,12029,36838,33051,264,38883,40028
21,31043,9989,33486,32182,22535,16498,36456,2001,25777,28171
578,10162,31646,877,5341,31933,26055,11577,33,136,6594
30484,33674,10408,38691,32,22789,7311,37999,16894,17074,245
6114,7785,35839,37991,10030,31181,11981,437,28805,9260,37105
36999,7472,37055,31812,35843,30709,38993,139,30346,1639,5941
38826,35851,15335,19647,11979,34096,12431,31988,5205,3786,4565
34612,28735,36098,801,5300,21939,486,10379,35247,22135,35180
38040,38329,37965,36862,3786,39195,12431,32983,33049,18195,33095
26055,31933,11577,33,24415,10162,578,17074,32,6594,7311
36456,32182,9989,20583,22535,31043,28171,21,205,11741,33352
21329,3297,35843,40356,40356,30709,5941,39547,36838,37055,137
4565,5205,14397,19647,34096,35851,39587,39587,5040,11979,15335
4282,11665,5258,10379,15417,24701,2246,35180,5300,801,36098
28735,34612,36098,21939,5300,801,35247,486,22135,10379,35180
36098,28735,34612,5300,801,21939,10379,35247,486,35180,22135
5300,801,36098,34612,10379,28735,35180,21939,15417,4282,5258
31933,26055,33,11577,24415,10162,578,392,17074,6594,32935
33486,2001,16498,21,30276,23273,1575,1,1535,31043,2904
32983,33049,33095,39195,34591,36862,38329,38040,19363,37965,37095
30654,33352,11741,35760,431,20583,34599,205,38000,457,777
12365,35839,572,31757,7785,35557,31758,11981,5,28805,37105
28957,37208,37987,30230,12029,36838,2685,38883,264,39547,1142
7785,35839,6114,37991,10030,11981,12365,28805,572,37105,31181
33352,11741,20583,431,30654,164,36456,205,34599,32182,35760
35839,7785,6114,12365,37991,11981,10030,28805,572,37105,12531
22135,44,35247,21939,31757,28735,31758,34612,36098,34240,486
10379,5300,4282,35180,15417,801,5258,11665,36098,34612,28735
19647,34096,35851,15335,4565,5205,11979,38826,14397,39587,39587
20583,11741,33352,36456,431,164,32182,205,9989,4181,30654
11741,33352,431,20583,164,30654,34599,36456,205,32182,38000
33049,32983,33095,34591,39195,36862,38329,39551,39551,38040,39617
31757,31758,12365,35557,44,572,5,34240,22135,25781,35839
7311,17074,32935,32,33674,30484,38691,10408,37510,38524,22789
1535,1575,30276,9253,23273,2904,32281,5114,2001,16498,1
34591,39551,39551,39617,40456,40456,33095,33049,1639,32983,37095
37779,12355,457,28891,245,10165,30654,37510,38000,777,34599
11665,5258,4282,24701,15417,10379,35180,2246,5300,801,39587
19,245,28891,38691,457,37779,37510,10165,12355,38524,30484
5258,11665,4282,15417,24701,10379,35180,5300,2246,801,36098
2001,1,23273,33486,2904,1575,30276,1535,16498,199,9253
12355,37779,28891,457,37510,245,38524,10165,38691,30654,38000
457,37779,28891,12355,38000,30654,245,34599,10165,33352,431
431,11741,164,33352,34599,20583,38000,30654,36456,4181,32182
245,19,38691,37510,28891,37779,12355,457,38524,10165,30484
21939,35247,28735,36098,34612,22135,44,5300,801,486,820
37991,6114,7785,35839,9969,28977,31181,37521,10030,9260,263
38329,36862,38040,37965,3786,39195,32983,33049,33095,12431,38826
36838,38883,39547,3297,21329,40356,40356,37987,28957,35843,137
44,22135,35247,31758,31757,21939,34240,12365,35557,28735,572
24701,11665,5258,4282,15417,39587,39587,10379,35180,2246,170
17074,32935,7311,38691,30484,37510,32,33674,38524,245,10408
37491,39576,40591,39783,40028,40028,24687,627,31715,265,18617
1575,1535,30276,23273,2904,9253,2001,32281,5114,1,16498
37521,28977,9969,263,578,31646,136,877,467,10162,33255
